date,description,amount,type,category,category_confidence,confidence_score,is_ood
3/16/2025,Purchase authorized on 3/16 AMC THEATRES NORTH ERVINFIELD OR S301205084505793 Card 6648,36.62,debit,entertainment,0.9860813462174532,0.41207013847619833,False
3/17/2025,Purchase authorized on 3/17 STARBUCKS RIVERTON TX S738176727144666 Card 2239,13.43,debit,dining,0.985569099914075,0.5869937658017546,False
3/17/2025,Purchase authorized on 3/17 UBER UTICA NV S962239597886191 Card 5952,30.54,debit,transit,0.9747024539208756,0.4741341419179037,False
3/20/2025,Purchase authorized on 3/20 MCDONALDS YORK TN S934466081998860 Card 7683,14.95,debit,dining,0.9853354772298784,0.5829687274602102,False
3/22/2025,Venmo Payment 518677 Colin Doyle,119.75,credit,all_other,0.18121486772165193,0.9357529246019819,False
3/23/2025,Venmo Payment 509080 Allan Casper,94.54,credit,all_other,0.18121486772165193,0.9357529246019819,False
3/24/2025,Purchase authorized on 3/24 BEST BUY LAKE CRISTINABURY NC S438284202817779 Card 7374,300.39,debit,online_retail,0.6558274310138504,0.679363744969229,False
3/25/2025,Purchase authorized on 3/25 AMC THEATRES NEW WESTON TX S752098618039427 Card 4711,32.78,debit,entertainment,0.9430759368467778,0.5468382461877908,False
3/26/2025,Purchase authorized on 3/26 SPOTIFY WHITTIER NM S703525649674817 Card 9819,10.19,debit,streaming,0.9792880638082893,0.5656182834353508,False
3/26/2025,Purchase authorized on 3/26 MCDONALDS PORT LAMONT NY S504654359400274 Card 9154,10.23,debit,dining,0.9853354772298784,0.5829687274602102,False
3/27/2025,Venmo Payment 531681 Tracey Conroy,105.95,credit,all_other,0.18121486772165193,0.9357529246019819,False
3/29/2025,Purchase authorized on 3/29 COSTCO CHESLEYWORTH UT S753578181593229 Card 8458,243.76,debit,groceries,0.9865544708250704,0.6191326676676427,False
4/2/2025,Purchase authorized on 4/2 DELTA AIR LINES ARMSTRONGBERG KS S945476787126734 Card 4990,200.75,debit,airfare,0.9412260137954542,0.4829920649371505,False
4/5/2025,Purchase authorized on 4/5 COSTCO EAST LANSING LA S977706228095123 Card 8687,144.73,debit,groceries,0.9865544708250704,0.6191326676676427,False
4/6/2025,Purchase authorized on 4/6 DUNKIN FORT MYERS MI S363328728603274 Card 0359,7.04,debit,dining,0.9859213594220079,0.5930920389446405,False
4/7/2025,Purchase authorized on 4/7 TRADER JOE'S RICECHESTER OK S557981383425341 Card 0197,67.48,debit,groceries,0.9859491605790612,0.609897937994202,False
4/7/2025,Purchase authorized on 4/7 AMAZON GILESBORO NC S074651796265898 Card 2414,58.03,debit,online_retail,0.5531949211223098,0.8324513486156677,False
4/8/2025,Purchase authorized on 4/8 MARRIOTT FORT PIERCE VA S161817227360371 Card 3345,194.13,debit,hotels,0.9976836933119418,0.06925863213642347,False
4/8/2025,Purchase authorized on 4/8 WALMART EUGENIAFORT AR S654209380526917 Card 2205,44.82,debit,online_retail,0.5077418675933667,0.7129789517185665,False
4/8/2025,Purchase authorized on 4/8 WHOLE FOODS WEST ROELSHIRE NM S185790175970618 Card 7455,60.42,debit,groceries,0.9849557924389383,0.5947093156210737,False
4/13/2025,Purchase authorized on 4/13 STARBUCKS CASTLE ROCK AL S217456409623732 Card 0143,6.86,debit,dining,0.985569099914075,0.5869937658017546,False
4/15/2025,Purchase authorized on 4/15 WALMART WINTHEISERVIEW MS S020251176860539 Card 5044,91.61,debit,online_retail,0.5077418675933667,0.7129789517185665,False
4/16/2025,Purchase authorized on 4/16 AMC THEATRES BOYERCHESTER AK S930133942370900 Card 3182,18.55,debit,entertainment,0.9923312083356188,0.39667967407987204,False
4/16/2025,Purchase authorized on 4/16 CHEVRON NEW TRACETOWN VA S053267873252875 Card 6052,36.8,debit,gas,0.9807255387658722,0.5560978866189894,False
4/17/2025,Purchase authorized on 4/17 MCDONALDS WEST LORENZA MO S185123683284826 Card 3338,15.08,debit,dining,0.9853354772298784,0.5829687274602102,False
4/23/2025,Purchase authorized on 4/23 CHEVRON ASHALAND IN S459056645859396 Card 6692,61.72,debit,gas,0.9807255387658722,0.5560978866189894,False
4/25/2025,Purchase authorized on 4/25 LYFT NORTH CHADDBORO AZ S780134705953253 Card 6580,38.27,debit,transit,0.9714491325972339,0.43678263394946304,False
4/25/2025,Purchase authorized on 4/25 NETFLIX WEST THERESIAFURT ND S547417228710178 Card 6030,15.44,debit,streaming,0.9790090938577177,0.5622882411746888,False
4/28/2025,Purchase authorized on 4/28 NIKE HERZOGBORO NV S552940756482707 Card 4581,166.21,debit,online_retail,0.9980093153425159,0.28799227794622895,False
4/28/2025,Purchase authorized on 4/28 COMCAST FINNBERG TX S224753548186471 Card 1029,109.22,debit,utilities,0.9994828068116466,0.34997511794056657,False
5/2/2025,Purchase authorized on 5/2 WHOLE FOODS NORTH WAVA ID S113401288008877 Card 8924,61.29,debit,groceries,0.9849557924389383,0.5947093156210737,False
5/3/2025,Purchase authorized on 5/3 VERIZON BERNICEFIELD NJ S314944091257071 Card 5108,78.26,debit,phone,0.9972672154624403,0.13391808099534697,False
5/4/2025,Purchase authorized on 5/4 WALGREENS PORT CRISTAL ID S224524755279946 Card 1056,29.9,debit,drugstores,0.9901234883052913,0.7234089647641156,False
5/5/2025,Purchase authorized on 5/5 CVS AUBREYCESTER OR S226727039499021 Card 8323,45.88,debit,drugstores,0.990346960534947,0.728140719456364,False
5/6/2025,Purchase authorized on 5/6 DELTA AIR LINES PORT PHOEBETON NM S013745169935468 Card 4672,407.36,debit,airfare,0.9412260137954542,0.4829920649371505,False
5/6/2025,Purchase authorized on 5/6 AMAZON NATALIEBURY WV S339301815852695 Card 8691,110.75,debit,online_retail,0.5531949211223098,0.8324513486156677,False
5/6/2025,Purchase authorized on 5/6 AMAZON PROHASKASIDE LA S294251191639212 Card 4476,63.54,debit,online_retail,0.5531949211223098,0.8324513486156677,False
5/7/2025,Purchase authorized on 5/7 CHIPOTLE NORTH MOISES NE S682740567027828 Card 3384,12.14,debit,dining,0.9849521107120204,0.5764012923199398,False
5/7/2025,Purchase authorized on 5/7 LYFT NAPERVILLE AK S443752794749676 Card 1191,21.79,debit,transit,0.9714491325972339,0.43678263394946304,False
5/8/2025,Purchase authorized on 5/8 STAPLES DALLAS NM S951753928542869 Card 3792,109.13,debit,office_supply,0.9997068359255639,0.30426514306862995,False
5/9/2025,Purchase authorized on 5/9 SHELL EAST MAUREEN WA S960750789510422 Card 6926,56.22,debit,gas,0.9820660086835917,0.5739358055159614,False
5/10/2025,Purchase authorized on 5/10 DOMINOS MARIETTA ND S586233814212048 Card 3546,28.29,debit,dining,0.985858600295422,0.5920031464621667,False
5/13/2025,Purchase authorized on 5/13 TARGET NORTH ELLENBURGH VT S687182495136140 Card 5415,106.73,debit,online_retail,0.4991075107362875,0.715835211639124,False
5/13/2025,Purchase authorized on 5/13 WALGREENS MADALYNBOROUGH GA S743803178688357 Card 2656,10.72,debit,drugstores,0.9901234883052913,0.7234089647641156,False
5/14/2025,Purchase authorized on 5/14 TARGET STEHRSIDE AZ S667443668948492 Card 8854,84.7,debit,online_retail,0.4991075107362875,0.715835211639124,False
5/15/2025,Purchase authorized on 5/15 SHELL NORTH ELSIEBOROUGH UT S408144909216446 Card 7127,53.54,debit,gas,0.9820660086835917,0.5739358055159614,False
5/17/2025,Purchase authorized on 5/17 WHOLE FOODS EVERETT AR S337993770525914 Card 2054,99.33,debit,groceries,0.9849557924389383,0.5947093156210737,False
5/23/2025,Venmo Payment 874822 Ralph Schroeder,56.85,credit,all_other,0.18121486772165193,0.9357529246019819,False
5/25/2025,Purchase authorized on 5/25 NIKE HILLLSHIRE CA S489970294390413 Card 2468,102.94,debit,online_retail,0.9980093153425159,0.28799227794622895,False
5/26/2025,Purchase authorized on 5/26 LYFT SOUTH JOAQUIN MI S362406356400488 Card 9364,25.86,debit,transit,0.9714491325972339,0.43678263394946304,False
5/28/2025,Purchase authorized on 5/28 MARRIOTT WESTLAND VT S815578376510179 Card 6577,206.68,debit,hotels,0.9976836933119418,0.06925863213642347,False
6/1/2025,Purchase authorized on 6/1 NIKE PORT VANMOUTH OH S199889835466010 Card 2106,162.05,debit,online_retail,0.934723407889345,0.5633040886895098,False
6/3/2025,Purchase authorized on 6/3 VERIZON JUDYBERG CO S906415557854321 Card 6572,85.5,debit,phone,0.9972672154624403,0.13391808099534697,False
6/3/2025,Purchase authorized on 6/3 DELTA AIR LINES JUDGEFURT IL S604309794579281 Card 0139,314.11,debit,airfare,0.9412260137954542,0.4829920649371505,False
6/5/2025,Purchase authorized on 6/5 NETFLIX HERMISTONHAVEN MA S944174484639034 Card 7396,15.98,debit,streaming,0.9790090938577177,0.5622882411746888,False
6/8/2025,Purchase authorized on 6/8 COSTCO BOEHMBOROUGH MD S183755824125050 Card 2941,140.75,debit,groceries,0.9865544708250704,0.6191326676676427,False
6/9/2025,Purchase authorized on 6/9 UBER NEW AMARASIDE WI S275648858587343 Card 1081,34.93,debit,transit,0.9747024539208756,0.4741341419179037,False
6/14/2025,Purchase authorized on 6/14 OLIVE GARDEN ARCADIA MI S006838031828185 Card 9713,61.5,debit,dining,0.9953282941884865,0.46279402705168127,False
6/14/2025,Purchase authorized on 6/14 CVS ATHENABERG MO S334425361779894 Card 4414,57.11,debit,drugstores,0.990346960534947,0.728140719456364,False
6/16/2025,Purchase authorized on 6/16 WALGREENS GAINESVILLE AZ S192209874968857 Card 0459,29.98,debit,drugstores,0.9901234883052913,0.7234089647641156,False
6/17/2025,Purchase authorized on 6/17 STARBUCKS GLENSIDE NV S200470410272488 Card 6069,8.98,debit,dining,0.985569099914075,0.5869937658017546,False
6/18/2025,Purchase authorized on 6/18 TRADER JOE'S LAWTON VT S071485859319630 Card 0666,73.09,debit,groceries,0.9859491605790612,0.609897937994202,False
6/20/2025,Purchase authorized on 6/20 OLIVE GARDEN JERODBURGH UT S156669407328274 Card 2789,71.19,debit,dining,0.9953282941884865,0.46279402705168127,False
6/20/2025,Purchase authorized on 6/20 NIKE NORTH RAMIRO CA S519005914783835 Card 1041,80.79,debit,online_retail,0.9605792841203198,0.5317788131556942,False
6/21/2025,Purchase authorized on 6/21 DELTA AIR LINES ATLANTA GA S506102421431020 Card 3056,461.84,debit,airfare,0.9412260137954542,0.4829920649371505,False
6/21/2025,Purchase authorized on 6/21 UBER DURHAM AL S964782935946407 Card 9332,18.85,debit,transit,0.9747024539208756,0.4741341419179037,False
6/22/2025,Purchase authorized on 6/22 MARRIOTT EAST TIFFANYBORO GA S466230902607162 Card 0049,292.81,debit,hotels,0.8874986818529491,0.48278357893748236,False
6/25/2025,Purchase authorized on 6/25 SPOTIFY DOLORESCHESTER WV S734439526320794 Card 7643,10.81,debit,streaming,0.9792880638082893,0.5656182834353508,False
6/25/2025,Purchase authorized on 6/25 CHEVRON SOUTH AMBROSE MS S967729546854549 Card 1340,59.39,debit,gas,0.9807255387658722,0.5560978866189894,False
7/2/2025,Purchase authorized on 7/2 VERIZON ST. LOUIS ND S375283768679029 Card 1489,80.34,debit,phone,0.9972672154624403,0.13391808099534697,False
7/3/2025,Purchase authorized on 7/3 UBER NORTH JACEYVILLE NM S605171204721568 Card 7376,12.89,debit,transit,0.9747024539208756,0.4741341419179037,False
7/3/2025,Purchase authorized on 7/3 STAPLES SOUTH ANGELINEBOROUGH MS S832788191662568 Card 4440,42.48,debit,office_supply,0.9579248442808429,0.5559810369070823,False
7/4/2025,Purchase authorized on 7/4 SPOTIFY FORT MANUELATON PA S894744094234310 Card 3391,10.17,debit,streaming,0.9792880638082893,0.5656182834353508,False
7/10/2025,Purchase authorized on 7/10 WALMART MARGRETCHESTER NM S176773894469727 Card 8655,52.35,debit,online_retail,0.5077418675933667,0.7129789517185665,False
7/11/2025,Purchase authorized on 7/11 CVS LOS ANGELES NV S256303737853764 Card 1978,20.07,debit,drugstores,0.990346960534947,0.728140719456364,False
7/11/2025,Purchase authorized on 7/11 OLIVE GARDEN NADERFURT MA S439206921237170 Card 8349,62.0,debit,dining,0.9953282941884865,0.46279402705168127,False
7/11/2025,Purchase authorized on 7/11 STARBUCKS WEST REYNOLD NY S605332862624746 Card 3751,7.09,debit,dining,0.985569099914075,0.5869937658017546,False
7/11/2025,Purchase authorized on 7/11 CHEVRON PORT LEDAFIELD OH S659219460102360 Card 9458,55.24,debit,gas,0.9807255387658722,0.5560978866189894,False
7/12/2025,Purchase authorized on 7/12 DUNKIN LAKE ABIGAIL HI S687216571268018 Card 7485,7.93,debit,dining,0.9859213594220079,0.5930920389446405,False
7/13/2025,Purchase authorized on 7/13 DOMINOS SANTA MARIA MS S398198899040790 Card 0209,24.67,debit,dining,0.985858600295422,0.5920031464621667,False
7/15/2025,Purchase authorized on 7/15 OLIVE GARDEN LAKE NORAVIEW CA S461157812209668 Card 8418,47.18,debit,dining,0.9539729753841074,0.6005148118876011,False
7/15/2025,Purchase authorized on 7/15 AMAZON MOHAMMEDLAND DE S147031921698339 Card 2409,17.75,debit,online_retail,0.5531949211223098,0.8324513486156677,False
7/16/2025,Purchase authorized on 7/16 BEST BUY WEST LAFAYETTE OH S205404624202566 Card 4707,115.34,debit,online_retail,0.6558274310138504,0.679363744969229,False
7/17/2025,Purchase authorized on 7/17 DUNKIN SCHAEFERBOROUGH OH S973038074220075 Card 4251,3.5,debit,dining,0.9859213594220079,0.5930920389446405,False
7/17/2025,Purchase authorized on 7/17 NIKE FORT FANNY CT S168144663776710 Card 5163,149.58,debit,online_retail,0.9980093153425159,0.28799227794622895,False
7/17/2025,Purchase authorized on 7/17 COSTCO WEST LEILANITON WV S636198662445492 Card 4800,191.67,debit,groceries,0.9865544708250704,0.6191326676676427,False
7/18/2025,Purchase authorized on 7/18 DOMINOS SANTA ROSA AZ S892544691097001 Card 1878,19.38,debit,dining,0.985858600295422,0.5920031464621667,False
7/25/2025,Purchase authorized on 7/25 STARBUCKS GERMAINEHAVEN GA S785157678948337 Card 3225,9.16,debit,dining,0.985569099914075,0.5869937658017546,False
7/25/2025,Purchase authorized on 7/25 NETFLIX SANTA MARIA FL S207390867694497 Card 0664,15.65,debit,streaming,0.9790090938577177,0.5622882411746888,False
7/26/2025,Venmo Payment 936498 Mrs. Maybell Kihn DDS,56.1,credit,all_other,0.18121486772165193,0.9357529246019819,False
7/28/2025,Purchase authorized on 7/28 BEST BUY WEST CONSTANTIN UT S182088730378072 Card 4174,216.37,debit,online_retail,0.6558274310138504,0.679363744969229,False
7/29/2025,Purchase authorized on 7/29 STAPLES SOUTH CLEVELANDBURGH OK S851184996809387 Card 5600,50.88,debit,office_supply,0.9579248442808429,0.5559810369070823,False
8/2/2025,Purchase authorized on 8/2 MCDONALDS WEST JOSE AR S228811078700300 Card 4099,21.19,debit,dining,0.9853354772298784,0.5829687274602102,False
8/4/2025,Purchase authorized on 8/4 TARGET NEW CELINESTEAD TX S361470787399078 Card 5429,90.66,debit,online_retail,0.4991075107362875,0.715835211639124,False
8/6/2025,Purchase authorized on 8/6 AMAZON STEUBERFIELD WV S387057855213866 Card 3828,104.72,debit,online_retail,0.5531949211223098,0.8324513486156677,False
8/7/2025,Purchase authorized on 8/7 TRADER JOE'S RUTHIEBURGH NE S910889566166261 Card 6281,41.39,debit,groceries,0.9859491605790612,0.609897937994202,False
8/11/2025,Purchase authorized on 8/11 STARBUCKS SOUTH SANTASTEAD IN S060862032895983 Card 8856,10.83,debit,dining,0.985569099914075,0.5869937658017546,False
8/13/2025,Purchase authorized on 8/13 DUNKIN ANASTASIATON KY S292248887089038 Card 0208,6.83,debit,dining,0.9859213594220079,0.5930920389446405,False
8/13/2025,Purchase authorized on 8/13 MCDONALDS JOHNSTONCESTER TX S524988006156845 Card 3239,24.15,debit,dining,0.9853354772298784,0.5829687274602102,False
8/14/2025,Purchase authorized on 8/14 COMCAST MODESTOBURGH OK S724790805647820 Card 4418,115.96,debit,utilities,0.9994828068116466,0.34997511794056657,False
8/15/2025,Venmo Payment 377635 Ms. Eve Gleichner,81.21,credit,all_other,0.18121486772165193,0.9357529246019819,False
8/16/2025,Purchase authorized on 8/16 TRADER JOE'S ERDMANSIDE MS S198102656137028 Card 4227,60.28,debit,groceries,0.9859491605790612,0.609897937994202,False
8/18/2025,Purchase authorized on 8/18 MARRIOTT HILPERTSIDE AR S133823419758930 Card 4488,257.01,debit,hotels,0.9976836933119418,0.06925863213642347,False
8/19/2025,Purchase authorized on 8/19 DOMINOS SANTEE IL S665307969889011 Card 6056,19.74,debit,dining,0.985858600295422,0.5920031464621667,False
8/20/2025,Purchase authorized on 8/20 SHELL ISAACWORTH MI S072201358361754 Card 0879,61.06,debit,gas,0.9820660086835917,0.5739358055159614,False
8/21/2025,Purchase authorized on 8/21 STAPLES PORT NATHEN NM S797135876141538 Card 3990,74.87,debit,office_supply,0.9534500661621117,0.5654018828702594,False
8/23/2025,Purchase authorized on 8/23 WALMART JAZMYNLAND TX S981681556095485 Card 5083,76.15,debit,online_retail,0.5077418675933667,0.7129789517185665,False
8/24/2025,Purchase authorized on 8/24 VERIZON NEW REBEKAH TN S573204976787233 Card 9114,78.27,debit,phone,0.9310504081553888,0.46399301887259015,False
8/27/2025,Purchase authorized on 8/27 MARRIOTT DAVIONWORTH SC S942908987760964 Card 3214,280.8,debit,hotels,0.9976836933119418,0.06925863213642347,False
8/29/2025,Purchase authorized on 8/29 NETFLIX SPENCERBURY NC S430854518276565 Card 2141,15.36,debit,streaming,0.9790090938577177,0.5622882411746888,False
9/2/2025,Purchase authorized on 9/2 MARRIOTT MOUNT PROSPECT MT S291179943069605 Card 0499,325.8,debit,hotels,0.9976836933119418,0.06925863213642347,False
9/2/2025,Purchase authorized on 9/2 NIKE JOHNSTONSTAD AR S091665630178925 Card 4797,87.4,debit,online_retail,0.9980093153425159,0.28799227794622895,False
9/6/2025,Purchase authorized on 9/6 STARBUCKS SOUTH VITO MD S157564172163392 Card 3909,6.15,debit,dining,0.985569099914075,0.5869937658017546,False
